title,genres,keywords,director,cast,budget,revenue,popularity,vote_average,runtime,production_companies,year,month,overview,cast_revenue,director_revenue
The Diary of a Teenage Girl,"['Drama', 'Romance']","['1970s', 'teenage girl', 'older man younger woman relationship', 'based on graphic novel', 'teenage sexuality', 'woman director']",Marielle Heller,"['Bel Powley', 'Kristen Wiig', 'Alexander Skarsgård', 'Christopher Meloni', 'Austin Lyon', 'Madeleine Waters', 'Margarita Levieva', 'Quinn Nagle', 'Abby Wait', 'John Parsons', 'Miranda Bailey', 'Carson D. Mell', 'Davy Clements', 'Susannah Schulman Rogers', 'Anthony Williams', 'Charles Lewis III', 'David Fine', 'Joshua Grannell', 'Nate Heller', 'Lance Hill', 'Jon Freeman', 'Persephone Gloeckner-Suits']",2000000,1477002,18.224326,6.8,98.0,"['Caviar Films', 'Cold Iron Pictures', 'Archer Gray']",2015,8.0,"Minnie Goetze is a 15-year-old aspiring comic-book artist, coming of age in the haze of the 1970s in San Francisco. Insatiably curious about the world around her, Minnie is a pretty typical teenage girl. Oh, except that she’s sleeping with her mother’s boyfriend.",1477002.0,1477002.0
It's All Gone Pete Tong,"['Drama', 'Comedy', 'Music']","['disc jockey', 'loss of family', 'cocaine', 'comeback', 'recording studio', 'british', 'ibiza', 'based on true story', 'disabled']",Michael Dowse,"['Paul Kaye', 'Kate Magowan', 'Neil Maskell', 'Beatriz Batarda', 'Pete Tong', 'Mike Wilmot', 'Tim Plester', 'Paul Spence', 'Steve Oram', 'Carl Cox', 'Tiësto']",2000000,120620,3.911445,7.1,90.0,[],2004,9.0,"Its All Gone Pete Tong is a comedy following the tragic life of legendary Frankie Wilde. The story takes us through Frankie's life from one of the best DJ's alive, through subsequent battle with a hearing disorder, culminating in his mysterious disappearance from the scene.",107336128.75,3524344.0
Stitches,['Horror'],"['slapstick', 'teen angst', 'slaughter', 'dark comedy', 'supernatural being', 'killer clown', 'revenge killing']",Conor McMahon,"['Ross Noble', 'Tommy Knight', 'Gemma-Leah Devereux', 'John McDonnell']",100000,95000,7.447714,5.5,86.0,"['Bórd Scannán na hÉireann', 'Irish Film Board', 'Fantastic Films', 'MPI Media Group', 'Tailored Films', 'Solid Entertainment']",2012,5.0,"The clumsy and unfunny clown Richard ""Stitches"" Grindle entertains at the 10th birthday party of little Tom, but the boy and his friends play a prank with Stitches, tying his shoelaces. Stitches slips, falls and dies. Six years later, Tom gives a birthday party for his friends at home, but Stitches revives to haunt the teenagers and revenge his death.",95000.0,95000.0
Buried,"['Drama', 'Thriller', 'Mystery']","['isolation', 'coffin', 'race against time', 'buried alive', 'survival', 'terrorism', 'danger', 'cell phone', 'desert', 'psychological', 'aftercreditsstinger', 'captivity', 'chases and races', 'mind and soul', 'confined']",Rodrigo Cortés,"['Ryan Reynolds', 'José Luis García Pérez', 'Robert Paterson', 'Stephen Tobolowsky', 'Samantha Mathis', 'Ivana Miño', 'Warner Loughlin', 'Erik Palladino', 'Kali Rocha', 'Chris William Martin', 'Cade Dundish', 'Mary Birdsong', 'Kirk Baily', 'Anne Lockhart', 'Robert Clotworthy', 'Michalla Petersen', 'Juan Hidalgo', 'Abdelilah Ben Massou', 'Joe Guarneri', 'Heath Centazzo']",1987650,19152480,32.841229,6.6,94.0,"['Studio 37', 'Versus Entertainment', 'The Safran Company', 'Dark Trick Films']",2010,9.0,Paul is a U.S. truck driver working in Iraq. After an attack by a group of Iraqis he wakes to find he is buried alive inside a coffin. With only a lighter and a cell phone it's a race against time to escape this claustrophobic death trap.,167155182.2631579,16351827.0
The Last Exorcism,"['Horror', 'Drama', 'Thriller']","['exorcism', 'fraud', 'evil spirit', 'human sacrifice', 'mockumentary', 'preacher', 'satanic ritual', 'found footage', 'satanic cult']",Daniel Stamm,"['Ashley Bell', 'Patrick Fabian', 'Iris Bahr', 'Louis Herthum', 'Caleb Landry Jones', 'Shanna Forrestall', 'Tony Bentley', 'Allen Boudreaux']",1800000,67738090,14.838986,5.6,87.0,"['Strike Entertainment', 'StudioCanal', 'Arcade Pictures']",2010,8.0,"After years of performing “exorcisms” and taking believers’ money, Reverend Marcus travels to rural Louisiana with a film crew so he can dispel what he believes is the myth of demonic possession. The dynamic reverend is certain that this will be another routine “exorcism” on a disturbed religious fanatic but instead comes upon the blood-soaked farm of the Sweetzer family and a true evil he would have never thought imaginable.",41458696.0,67738090.0
Beasts of the Southern Wild,"['Drama', 'Fantasy']","['refugee camp', 'hurricane', 'fantasy', 'flooding', 'global warming', 'drama', 'bayou', 'crab', 'storm', 'celebration', 'auroch', 'tough love', 'defrost', 'levee', 'prehistoric creature', 'lost mother', 'melting ice caps', 'shrimp', 'salt water', 'explosives', 'crawfish', 'shrimping', 'submerged', 'grits', 'african american child', 'wild man']",Benh Zeitlin,"['Quvenzhané Wallis', 'Dwight Henry', 'Levy Easterly', 'Gina Montana', 'Lowell Landes', 'Pamela Harper', 'Amber Henry', 'Jonshel Alexander', 'Nicholas Clark', 'Joseph Brown', 'Henry D. Coleman', 'Kaliana Brower', 'Phillip Lawrence', 'Hannah Holby', 'Jimmy Lee Moore']",1800000,21107746,12.471239,6.8,93.0,"['Journeyman Pictures', 'Court 13 Pictures', 'Cinereach']",2012,6.0,"Hushpuppy, an intrepid six-year-old girl, lives with her father, Wink in 'the Bathtub', a southern Delta community at the edge of the world. Wink’s tough love prepares her for the unraveling of the universe – for a time when he’s no longer there to protect her. When Wink contracts a mysterious illness, nature flies out of whack – temperatures rise, and the ice caps melt, unleashing an army of prehistoric creatures called aurochs. With the waters rising, the aurochs coming, and Wink’s health fading, Hushpuppy goes in search of her lost mother.",113976520.66666667,21107746.0
May,"['Drama', 'Horror', 'Thriller', 'Romance']","['difficult childhood', 'psychoterror', 'murder', 'loneliness', 'artificial']",Lucky McKee,"['Angela Bettis', 'Jeremy Sisto', 'Anna Faris', 'James Duval', 'Nichole Hiltz', 'Kevin Gage', 'Merle Kennedy', 'Chandler Riley Hecht', 'Rachel David', 'Nora Zehetner', 'Will Estes', 'Roxanne Day', 'Samantha Adams', 'Brittney Lee Harvey', 'Ken Davitian', 'Jude McVay', 'Lucky McKee']",500000,150277,8.650779,6.3,93.0,"['A Loopy Production LLC', '2 Loop Films']",2002,1.0,"Psychological horror about a lonely young woman traumatized by a difficult childhood, and her increasingly desperate attempts to connect with the people around her.",150277.0,150277.0
I Spit on Your Grave,"['Thriller', 'Crime', 'Horror']","['rape', 'fondling', 'revenge', 'writer', 'strangulation', 'female writer', 'garden shears', 'rape and revenge']",Steven R. Monroe,"['Sarah Butler', 'Daniel Franzese', 'Chad Lindberg', 'Jeff Branson', 'Rodney Eastman', 'Andrew Howard', 'Tracey Walter', 'Mollie Milligan', 'Saxon Sharbino']",2000000,572809,26.281839,6.3,108.0,"['Anchor Bay Films', 'Cinetel Films', 'Family of the Year Productions']",2010,6.0,"A remake of the 1979 controversial cult classic, I Spit on Your Grave retells the horrific tale of writer Jennifer Hills who takes a retreat from the city to a charming cabin in the woods to start on her next book. But Jennifer's presence in the small town attracts the attention of a few morally deprived locals led by Johnny, the town's service station owner, his two co-workers, Andy and Stanley, who along with their socially and mentally challenged friend Matthew, set out one night to teach this city girl a lesson.",572809.0,572809.0
The Lunchbox,"['Drama', 'Romance']",[],Ritesh Batra,"['Irrfan Khan', 'Nimrat Kaur', 'Nawazuddin Siddiqui', 'Denzil Smith', 'Bharati Achrekar', 'Nakul Vaid', 'Yashvi Puneet Nagar', 'Lillete Dubey', 'Shruti Bapna']",1000000,4235151,14.017809,7.3,104.0,['UTV Motion Pictures'],2013,9.0,"A mistaken delivery in Mumbai's famously efficient lunchbox delivery system (Mumbai's Dabbawallahs) connects a young housewife to a stranger in the dusk of his life. They build a fantasy world together through notes in the lunchbox. Gradually, this fantasy threatens to overwhelm their reality.",545972633.0,4235151.0
Waitress,['Comedy'],"['waitress', 'unwillingly pregnant', 'woman director']",Adrienne Shelly,"['Keri Russell', 'Nathan Fillion', 'Andy Griffith', 'Cheryl Hines', 'Eddie Jemison', 'Jeremy Sisto', 'Adrienne Shelly', 'Lew Temple', 'Darby Stanchfield', 'Cindy Drummond', 'Lauri Johnson', 'Nathan Dean', 'Heidi Sulzman', 'Sarah Hunley', 'Caroline Fogarty', 'Christy Taylor', 'Jennifer Walsh', 'Mackenzie King', 'Hunter A. King', 'Donna Leslie']",2000000,22179430,9.67299,6.7,108.0,['Night and Day Pictures'],2007,5.0,"Jenna is a pregnant, unhappily married waitress in the deep south. She meets a newcomer to her town and falls into an unlikely relationship as a last attempt at happiness.",219923650.42857143,22179430.0
The Squid and the Whale,"['Comedy', 'Drama']","['childhood memory', 'uniform', 'independent film', 'private', 'tryst']",Noah Baumbach,"['Jeff Daniels', 'Laura Linney', 'Jesse Eisenberg', 'Owen Kline', 'William Baldwin', 'Anna Paquin', 'David Benger', 'Elizabeth Meriwether', 'Alexandra Daddario', 'Halley Feiffer', 'Molly Barton', 'Bo Berkman', 'Matthew Kaplan', 'Simon Kaplan', 'Matthew Kirsch', 'Daniella Markowicz', 'Ben Schrank', 'Amy Srebnick', 'Josh Srebnick', 'Emma Straub', 'Alan Wilkis', 'James Hamilton', 'Adam Rose', 'Henry Glovinsky', 'Eli Gelb', 'Wayne Lawson', 'Michael Santiago', 'Juan Torriente', 'Patricia Towers', 'Peggy Gormley', 'Greta Kline', 'Melissa Meyer', 'Benjamin Smolen', 'Michael Countryman', 'Nico Baumbach', 'Maryann Plunkett', 'Hector Otero', 'Ken Leung', 'Jo Yang', 'Andrew Kaempfer', 'Bobby Shue']",1500000,11098131,13.788054,6.9,81.0,"['Destination Films', 'Samuel Goldwyn Films', 'Sony Pictures International']",2005,10.0,"Based on the true childhood experiences of Noah Baumbach and his brother, The Squid and the Whale tells the touching story of two young boys dealing with their parents divorce in Brooklyn in the 1980's.",93481467.92307693,9342808.0
Insidious,"['Horror', 'Thriller']","['medium', 'evil spirit', 'house warming', 'aftercreditsstinger']",James Wan,"['Patrick Wilson', 'Rose Byrne', 'Ty Simpkins', 'Barbara Hershey', 'Lin Shaye', 'Leigh Whannell', 'Angus Sampson', 'Andrew Astor', 'Corbett Tuck', 'Heather Tocquigny', 'Ruben Pla', 'John Henry Binder', 'Josh Feldman', 'Joseph Bishara', 'Philip Friedman', 'J. Larose', 'Kelly Devoto', 'Jeannette Sousa', 'Ben Woolf']",1500000,97009150,58.594852,6.8,103.0,"['Alliance Films', 'IM Global', 'Stage 6 Films', 'Haunted Movies']",2010,9.0,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",105515451.61538461,408428955.8
The To Do List,"['Comedy', 'Romance']","['sex', 'sexuality', 'irony', 'sarcasm', 'naivety', 'black humor', 'swimming pool', 'teenage girl', 'sexual humor', 'summer', 'love interest', 'summer vacation', 'father daughter relationship', 'attraction', 'high school student', 'teenage sexuality', 'clumsiness', 'lifeguard', 'immaturity', 'awkwardness', 'list', 'woman director', 'public pool', 'female sexuality', 'virginity', '1990s']",Maggie Carey,"['Aubrey Plaza', 'Johnny Simmons', 'Bill Hader', 'Alia Shawkat', 'Sarah Steele', 'Scott Porter', 'Rachel Bilson', 'Christopher Mintz-Plasse', 'Andy Samberg', 'Donald Glover', 'Adam Pally', 'Clark Gregg', 'Connie Britton', 'Bryce Clyde Jenkins', 'Nolan Gould', 'Jack McBrayer', 'D.C. Pierson', 'Dominic Dierkes', 'Kevin M. Brennan', 'Lauren Lapkus']",1500000,3566225,15.017068,5.5,104.0,"['3 Arts Entertainment', 'The Mark Gordon Company']",2013,7.0,"Feeling pressured to become more sexually experienced before she goes to college, Brandy Klark makes a list of things to accomplish before hitting campus in the fall.",172051433.0,3566225.0
The Believer,['Drama'],"['bomb', 'jewry', 'world war ii', 'jewish life', 'jew', 'synagogue', 'anti semitism', 'independent film', 'bomb planting']",Henry Bean,"['Ryan Gosling', 'Summer Phoenix', 'Theresa Russell', 'Billy Zane', 'Joshua Harto', 'Glenn Fitzgerald', 'A.D. Miles', 'Ronald Guttman', 'Garret Dillahunt', 'Heather Goldenhersh', 'Joel Garland', 'Kris Eivers', 'Elizabeth Reaser', 'Dean Strober', 'Judah Lazarus', 'Tommy Nohilly', 'Sig Libowitz', 'Jacob Green', 'James McCaffrey', 'Frank Winters', 'Peter Meadows', 'Chuck Ardezzone', 'Lucille Patton', 'Michael Marcus', 'Roberto Gari', 'John Wills Martin', 'David Bailey', 'Tibor Feldman', 'Jordan Lage', 'Sascha Knopf', 'Henry Bean', 'Christopher Kadish', 'Ebon Moss-Bachrach']",1500000,416925,9.856826,6.8,98.0,"['Fuller Films', 'Seven Arts Pictures']",2001,1.0,The movie tells the story of a young Jewish man who becomes fiercely anti-Semitic.,65963007.071428575,416925.0
Session 9,"['Horror', 'Mystery']","['schizophrenia', 'lunatic asylum', 'psychology', 'relation', 'coin', 'tape recorder', 'pot smoking', 'cell phone', 'walkie talkie', 'security guard', 'asbestos', 'multiple personality', 'tunnel', 'lobotomy', 'hazmat suit']",Brad Anderson,"['Peter Mullan', 'David Caruso', 'Stephen Gevedon', 'Josh Lucas', 'Brendan Sexton III', 'Paul Guilfoyle', 'Larry Fessenden', 'Charley Broderick', 'Lonnie Farmer']",1500000,373967,11.064228,6.2,100.0,"['October Films', 'USA Films', 'Scout Productions']",2001,8.0,Tensions rise within an asbestos cleaning crew as they work in an abandoned mental hospital with a horrific past that seems to be coming back.,103324327.0,20768997.5
My Name Is Bruce,"['Comedy', 'Horror']","['parody', 'parallel world']",Bruce Campbell,"['Bruce Campbell', 'Grace Thorsen', 'Ted Raimi', 'Adam Boyd', 'Mike Estes', 'Janelle Farber', 'Dani Kelly']",1500000,173066,7.5591,5.9,86.0,"['Dark Horse Entertainment', 'Image Entertainment']",2007,10.0,B Movie Legend Bruce Campbell is mistaken for his character Ash from the Evil Dead trilogy and forced to fight a real monster in a small town in Oregon.,340380886.0833333,173066.0
Pontypool,"['Horror', 'Mystery', 'Science Fiction']","['disc jockey', 'radio station', 'winter', 'survival', 'zombie', 'fear', 'ontario canada', 'radio broadcast', 'talk radio', 'zombie apocalypse', 'trapped in building']",Bruce McDonald,"['Stephen McHattie', 'Lisa Houle', 'Georgina Reilly', 'Hrant Alianak', 'Rick Roberts', 'Louis Negin', 'Daniel Fathers', 'Beatriz Yuste', 'Tony Burgess', 'Boyd Banks', 'Hannah Fleming', 'Rachel Burns', 'Laura Nordin']",1500000,32000,4.680206,6.6,93.0,"['Ponty Up Pictures', 'Shadow Shows']",2009,3.0,"When disc jockey Grant Mazzy reports to his basement radio station in the Canadian town of Pontypool, he thinks it's just another day at work. But when he hears reports of a virus that turns people into zombies, Mazzy barricades himself in the radio booth and tries to figure out a way to warn his listeners about the virus and its unlikely mode of transmission.",187562849.25,32000.0
The Lords of Salem,"['Horror', 'Thriller']","['witch', 'coven', 'salem massachusetts', 'satanic']",Rob Zombie,"['Sheri Moon Zombie', 'Bruce Davison', 'Jeff Daniel Phillips', 'Judy Geeson', 'Meg Foster', 'Patricia Quinn', 'Ken Foree', 'Dee Wallace', 'María Conchita Alonso', 'Richard Fancy', 'Andrew Prine', 'Michael Berryman', 'Sid Haig', 'Suzanne Voss', 'Torsten Voges', 'Lisa Marie', 'Barbara Crampton', 'Michael Shamus Wiles', 'Ernest Lee Thomas', 'Maria Olsen', 'Camille Keaton', 'Clint Howard', 'Udo Kier', 'Richard Lynch', 'Bonita Friedericy', 'Nancy Linehan Charles', 'Flo Lawrence', 'Brynn Horrocks', 'Susan Gray', 'Niko Posey', 'Julian Acosta', 'Brandon Cruz', 'Gabriel Pimentel', 'John 5', 'Dustin Quick', 'James Messersmith', 'Christine Ames', 'Diana Hart', 'Silvia Moore', 'Daniel Roebuck', 'Judy Thompson', 'Carlos del Valle', 'Jobeth Wagner']",1500000,1165882,14.504326,5.1,101.0,"['Alliance Films', 'Blumhouse Productions', 'IM Global', 'Automatik Entertainment', 'Haunted Movies']",2012,9.0,"The City of Salem, Massachusetts is visited by a coven of ancient witches.",20613697.75,19138964.666666668
Saw,"['Horror', 'Mystery', 'Crime']","['shotgun', 'based on short film', 'sadist', 'pistol', 'chained', 'bludgeoning', 'game of death']",James Wan,"['Cary Elwes', 'Danny Glover', 'Monica Potter', 'Michael Emerson', 'Ken Leung', 'Tobin Bell', 'Leigh Whannell', 'Dina Meyer', 'Mike Butters', 'Paul Gutrecht', 'Benito Martinez', 'Shawnee Smith', 'Makenzie Vega Norfolk', 'Ned Bellamy', 'Alexandra Bokyun Chun', 'Avner Garbi', 'Hans Raith']",1200000,103911669,63.655973,7.2,103.0,"['Lions Gate Films', 'Twisted Pictures', 'Evolution Entertainment', 'Saw Productions Inc.']",2004,10.0,"Obsessed with teaching his victims the value of life, a deranged, sadistic serial killer abducts the morally wayward. Once captured, they must face impossible choices in a horrific game of survival. The victims must fight to win their lives back, or die trying...",157841112.375,408428955.8
Super Troopers,"['Comedy', 'Crime', 'Mystery']","['alcohol', 'radio', 'police chief', 'highway', 'cops', 'broken lizard', 'marijuana', 'drug humor', 'police corruption', 'aftercreditsstinger', 'duringcreditsstinger', 'shenanigans']",Jay Chandrasekhar,"['Jay Chandrasekhar', 'Steve Lemme', 'Kevin Heffernan', 'Paul Soter', 'Geoffrey Arend', 'Brian Cox', 'Erik Stolhanske', 'Marisa Coughlan', 'Joey Kern', 'Jim Gaffigan', 'Jimmy Noonan', 'Philippe Brenninkmeyer', 'Lynda Carter', 'Blanchard Ryan', 'Maria Tornberg', 'Aria Alpert Adjani']",3000000,18492362,16.312803,6.6,100.0,"['Fox Searchlight Pictures', 'Broken Lizard Industries']",2001,1.0,"Five bored, occasionally high and always ineffective Vermont state troopers must prove their worth to the governor or lose their jobs. After stumbling on a drug ring, they plan to make a bust, but a rival police force is out to steal the glory.",33577743.0,38369415.5
Waiting...,['Comedy'],"['decision', 'waiter', 'hostess', 'trainee', 'gross out', 'employer employee relationship', 'speaking german', 'glass pipe', 'screaming']",Rob McKittrick,"['Ryan Reynolds', 'Anna Faris', 'Justin Long', 'David Koechner', 'Luis Guzmán', 'Chi McBride', 'John Francis Daley', 'Kaitlin Doubleday', 'Rob Benedict', 'Alanna Ubach', 'Vanessa Lengies', 'Max Kasch', 'Andy Milonakis', 'Dane Cook', 'Jordan Ladd', 'Emmanuelle Chriqui', 'Wendie Malick', 'J.D. Evermore', 'Anne Ewen', 'Clay Chamberlin', 'Travis Resor', 'Pat Hazell', 'Skyler Stone', 'Jordan Werner', 'Todd Voltz', 'Skylar Duhe', 'Lauren Swinney', 'Wayne Ferrara']",3000000,18637690,10.230583,6.2,94.0,"['L.I.F.T. Production', 'Eden Rock Media']",2005,10.0,"Employees at a Bennigan's-like restaurant (called, creatively enough, Shenanigan's), kill time before their real lives get started. But while they wait, they'll have to deal with picky customers who want their steak cooked to order and enthusiastic managers who want to build the perfect wait staff. Luckily, these employees have effective revenge tactics.",167155182.2631579,18637690.0
The Raid,"['Action', 'Thriller', 'Crime']","['crime boss', 'tenement', 'high rise', 'monitor', 'tower block', 'jakarta indonesia', 'swat', 'swat team']",Gareth Evans,"['Iko Uwais', 'Joe Taslim', 'Donny Alamsyah', 'Yayan Ruhian', 'Ray Sahetapy', 'Pierre Gruno', 'Ananda George', 'Tegar Satrya', 'Verdi Solaiman', 'R. Iman Aji', 'Yusuf Opilus', 'Iang Darmawan', ""Eka 'Piranha' Rahmadia"", 'Umi Kulsum']",1100000,4105187,40.285095,7.3,101.0,"['Celluloid Dreams', 'Pt. Merantau Films', 'XYZ Films']",2011,9.0,"Deep in the heart of Jakarta's slums lies an impenetrable safe house for the world's most dangerous killers and gangsters. Until now, the run-down apartment block has been considered untouchable to even the bravest of police. Cloaked under the cover of pre-dawn darkness and silence, an elite swat team is tasked with raiding the safe house in order to take down the notorious drug lord that runs it.  But when a chance encounter with a spotter blows their cover and news of their assault reaches the drug lord, the building's lights are cut and all the exits blocked. Stranded on the sixth floor with no way out, the unit must fight their way through the city's worst to survive their mission. Starring Indonesian martial arts sensation Iko Uwais.",4105187.0,4105187.0
Unfriended,"['Horror', 'Thriller']","['computer', 'bullying', 'revenge', 'internet', 'teenager', 'violence', 'internet chat', 'humiliation', 'death', 'extramarital affair', 'vengeful ghost', 'computer screen', 'ghost', 'one night', 'found footage', 'skype', 'facebook', 'blender']",Levan Gabriadze,"['Shelley Hennig', 'Moses Jacob Storm', 'Renee Olstead', 'William Peltz', 'Jacob Wysocki', 'Courtney Halverson', 'Heather Sossaman', 'Mickey River', 'Cal Barnes', 'Matthew Bohrer', 'Christa Hartsock']",1000000,62882090,41.972329,5.5,82.0,"['Bazelevs Production', 'Blumhouse Productions']",2015,4.0,"While video chatting one night, six high school friends receive a Skype message from a classmate who killed herself exactly one year ago. A first they think it's a prank, but when the girl starts revealing the friends' darkest secrets, they realize they are dealing with something out of this world, something that wants them dead. Told entirely from a young girl's computer desktop, Unfriended redefines 'found footage' for a new generation of teens.",83236180.5,62882090.0
Cry_Wolf,"['Horror', 'Thriller']","['murder', 'serial killer', 'student', 'rumor']",Jeff Wadlow,"['Julian Morris', 'Lindy Booth', 'Jared Padalecki', 'Jon Bon Jovi', 'Sandra McCoy', 'Paul James', 'Jesse Janzen', 'Ethan Cohn', 'Anna Deavere Smith', 'Erica Yates', 'Jane Beard', 'Ranel Johnson', 'Ashleigh Pixley', 'Michael Kennedy', 'Jarvis W. George', 'Shauna Sauls', 'Sabrina Gilbert', 'Shannon Cusack', 'Gary Cole', 'Kristy Wu']",1000000,10047674,6.926926,5.6,90.0,['Universal Pictures'],2005,9.0,"Eight unsuspecting high school seniors at a posh boarding school, who delight themselves on playing games of lies, come face-to-face with terror and learn that nobody believes a liar - even when they're telling the truth.",79176598.0,37458368.333333336
Blue Valentine,"['Drama', 'Romance']","['dancing', 'nurse', 'depression', 'classroom', 'bridge', 'marriage', 'truck', 'love', 'dysfunctional family', 'children']",Derek Cianfrance,"['Ryan Gosling', 'Michelle Williams', 'Mike Vogel', 'John Doman', 'Faith Wladyka', 'Marshall Johnson', 'Jen Jones', 'Maryann Plunkett', 'James Benatti', 'Barbara Troy', 'Carey Westbrook', 'Ben Shenkman', 'Eileen Rosen', 'Enid Graham', 'Ashley Gurnari']",3500000,16566240,26.881611,6.9,112.0,"['Hunting Lane Films', 'Silverwood Films', 'Incentive Filmed Entertainment', 'Chrysler Corporation', 'Shade Pictures', 'Motel Movies', 'Cottage Industries']",2010,12.0,"Dean and Cindy live a quiet life in a modest neighborhood. They appear to have the world at their feet at the outset of the relationship. However, his lack of ambition and her retreat into self-absorption cause potentially irreversible cracks in their marriage.",65963007.071428575,26025924.0
Transamerica,['Drama'],"['individual', 'gay', 'new york', 'usa', 'missionary', 'father son relationship', 'sexual identity', 'transsexuality', 'runaway', 'sexual abuse', 'waitress', 'parents kids relationship', 'drug addiction', 'cocaine', ""women's sexual identity"", 'hustler', 'new identity', 'motel', 'therapist', 'porn actor', 'road trip', 'independent film', 'los angeles', 'transgender', 'stolen cars', 'hitchhike']",Duncan Tucker,"['Felicity Huffman', 'Kevin Zegers', 'Elizabeth Peña', 'Danny Burstein', 'Maurice Orozco', 'Graham Greene', 'Stella Maeve', 'Teala Dunn', 'Grant Monohon', 'Burt Young', 'Carrie Preston', 'Paul Borghese', 'Fionnula Flanagan']",1000000,13350369,9.773398,6.9,103.0,"['IFC Films', 'The Weinstein Company']",2005,12.0,Bree is about to get a sex change operation that will finally allow her to actually be what she’s already been in her mind for a long time: a transitioned woman. Yet before this happens she suddenly runs into her son who ends up coming for the trip across the United States.,31534490.0,13350369.0
The Devil Inside,"['Thriller', 'Horror']","['rome', 'exorcism', 'death', 'demonic possession', 'found footage']",William Brent Bell,"['Fernanda Andrade', 'Simon Quarterman', 'Evan Helmuth', 'Ionut Grama', 'Suzan Crowley', 'Bonnie Morgan', 'Brian D. Johnson', 'John Prosky', 'Claudiu Istodor', 'Claudiu Trandafir']",1000000,101758490,13.152822,4.6,83.0,"['Room 101', 'Prototype']",2012,1.0,"In Italy, a woman becomes involved in a series of unauthorized exorcisms during her mission to discover what happened to her mother, who allegedly murdered three people during her own exorcism.",101758490.0,64431792.5
An Inconvenient Truth,['Documentary'],"['climate change', 'greenhouse effect', 'climate', 'earth', 'global warming', 'politics', 'truth', 'crisis', 'nature', 'environment', 'science', 'audience']",Davis Guggenheim,"['Al Gore', 'Billy West', 'Ronald Reagan', 'George W. Bush', 'George H. W. Bush']",1000000,46243000,14.139004,6.7,100.0,"['Lawrence Bender Productions', 'Paramount Classics', 'Participant Media']",2006,1.0,A documentary on Al Gore's campaign to make the issue of global warming a recognized problem worldwide.,82678758.5,25675910.0
The Green Inferno,"['Action', 'Adventure', 'Horror', 'Thriller']","['chile', 'gore', 'jungle', 'extreme violence', 'cannibal', 'south america']",Eli Roth,"['Lorenza Izzo', 'Ariel Levy', 'Sky Ferreira', 'Nicolas Martinez', 'Kirby Bliss Blanton', 'Magda Apanowicz', 'Matías López', 'Daryl Sabara', 'Aaron Burns', 'Ignacia Allamand', 'Mary Dunworth', 'Ramón Llao', 'Cody Pittman', 'Stefano Villabona', 'Richard Burgi', 'Antonieta Pari', 'Tatiana Panaifo', 'Percy Chumbe', 'Eusebio Arenas', 'Sally Rose', 'Clara Vázquez']",5000000,6833445,17.845161,5.0,100.0,"['Worldview Entertainment', 'Dragonfly Entertainment', 'Sobras International Pictures', 'Top Hat Releasing', 'BH Tilt']",2014,9.0,"A group of student activists travel from New York City to the Amazon to save the rainforest.  However, once they arrive in this vast green landscape, they soon discover that they are not alone… and that no good deed goes unpunished.",6833445.0,41010633.333333336
The Sessions,"['Drama', 'Romance', 'Comedy']","['cat', 'virgin', 'narration', 'wheelchair', 'graduation', 'sexual arousal', 'judaism', 'power outage', 'intimate', 'catholic church', 'sexual awakening', 'male virgin', 'woman crying', 'sponge bath', 'catholic priest', 'jealous husband', 'iron lung', 'sex surrogate', 'polio', 'crying woman', 'polio victim', 'jewish man', 'true life character', 'gurney', 'sexual pleasure', 'pity sex', 'jewish convert', 'handicap sex', 'sexual exploration', 'naked woman', 'thrift store']",Ben Lewin,"['John Hawkes', 'Helen Hunt', 'William H. Macy', 'Moon Bloodgood', 'Annika Marks', 'W. Earl Brown', 'Blake Lindsley', 'Adam Arkin', 'Robin Weigert', 'Robin Weigert', 'Ming Lo', 'Rusty Schwimmer', 'Jennifer Kumiyama', 'Tobias Forrest', 'Jarrod Bailey', 'James Martinez', 'Daniel Quinn', 'B.J. Clinkscales', 'Rhea Perlman']",1000000,9138338,9.115486,6.6,98.0,"['Rhino Films', 'Such Much Films']",2012,5.0,"Though a childhood bout with polio left him dependent on an iron lung, Mark O'Brien (John Hawkes) maintains a career as a journalist and poet. A writing assignment dealing with sex and the disabled piques Mark's curiosity, and he decides to investigate the possibility of experiencing sex himself. When his overtures toward a caregiver scare her away, he books an appointment with sex surrogate Cheryl Green (Helen Hunt) to lose his virginity.",137079849.66666666,9138338.0
Who Killed the Electric Car?,['Documentary'],"['energy supply', 'automobile industry', 'independent film']",Chris Paine,"['Martin Sheen', 'Mel Gibson', 'Tom Hanks']",1000000,1678874,5.323184,7.2,92.0,"['Electric Entertainment', 'Plinyminor', 'Papercut Films']",2006,8.0,"In 1996, electric cars began to appear on roads all over California. They were quiet and fast, produced no exhaust, and ran without gasoline... Ten years later, these cars were destroyed.",276766380.0,1678874.0
